 "image" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-pihm2cycles_1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-base-ubuntu18_latest" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-pihm_latest" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-dssat_latest" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-pihm2cycles_1.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-weather-generator_latest" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-isi-dtran_2.0" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-economic_latest" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-isi-dtran_2.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/mintproject-cycles_latest" ,
