https://w3id.org/okn/o/sdm#Model,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,https://w3id.org/okn/o/sd#dateCreated,https://w3id.org/okn/o/sd#description,https://w3id.org/okn/o/sd#author,https://w3id.org/okn/o/sd#hasSourceCode,https://w3id.org/okn/o/sd#keywords,https://w3id.org/okn/o/sd#usefulForCalculatingIndex,https://w3id.org/okn/o/sdm#hasGrid,https://w3id.org/okn/o/sdm#hasModelCategory,https://w3id.org/okn/o/sd#datePublished,https://w3id.org/okn/o/sd#hadPrimarySource,https://w3id.org/okn/o/sd#hasContactPerson,https://w3id.org/okn/o/sd#hasDocumentation,https://w3id.org/okn/o/sd#hasDownloadURL,https://w3id.org/okn/o/sd#hasInstallationInstructions,https://w3id.org/okn/o/sd#hasPurpose,https://w3id.org/okn/o/sd#hasVersion,https://w3id.org/okn/o/sd#license,https://w3id.org/okn/o/sd#logo,https://w3id.org/okn/o/sd#operatingSystems,https://w3id.org/okn/o/sd#softwareRequirements,https://w3id.org/okn/o/sd#hasAssumption,https://w3id.org/okn/o/sd#hasFunding,https://w3id.org/okn/o/sd#publisher,https://w3id.org/okn/o/sd#citation,https://w3id.org/okn/o/sd#hasExample,https://w3id.org/okn/o/sd#hasSampleVisualization,https://w3id.org/okn/o/sd#referencePublication,https://w3id.org/okn/o/sd#shortDescription,https://w3id.org/okn/o/sd#website,https://w3id.org/okn/o/sdm#hasExplanationDiagram,https://w3id.org/okn/o/sd#contributor,https://w3id.org/okn/o/sd#hasUsageNotes
324145cf-54c2-420d-91fd-04422d506e8c,,SWAP: The statewide Agricultural Production Model,,"The Statewide Agricultural Production model (SWAP-RTS) simulates California agricultural output by analyzing water supplies and market conditions, helping stakeholders understand economic forces and policy conditions in a $47 billion industry. SWAP-RTS simulates farmer decisions, water availability, and market dynamics; includes all major crops and federal, state, and local water sources; provides a complete coverage of California's irrigated agriculture and complex regulatory environment, and is powered by proprietary agricultural, hydrologic, and economic data",6a1b5daa-2aee-47a7-bf02-61ce09257072,,production,,,Agriculture,,,,,,,,,,,,,,,,,http://swapmodel.com/results,,,"The Statewide Agricultural Production model (SWAP-RTS) simulates California agricultural output by analyzing water supplies and market conditions, helping stakeholders understand economic forces and policy conditions in a $47 billion industry.",http://swapmodel.com/,,,
46e14be1-05ed-40e4-ae94-b240e223fd3e,,CALVIN: University of California Davis Statewide Economic Engineering Water Model,,"CALVIN is a hydro-economic optimization model of California's intertied water system.  It is the only model  representing the extensive statewide system in terms of supplies, demands, and physical and economic adaptability.  It is a lousy model, but remains the best available model for exploring many major changes to this highly integrated and extensive system.  We keep trying to make it better.",4e88b4da-4ec8-4af6-a845-469ff919daaf;854ccaba-60e6-492f-856d-34ec35a46855;8f6560d2-1931-4c5d-9285-b830cf630760;1cb14105-d01c-4bbe-ab6e-2fa9054d8d99;29e0987a-5f63-4ac6-b072-d3418e0fee95,,hydro-economy; optimization model,,,Economy,,,,,,,,,,,,,,,,,,,,CALVIN is a hydro-economic optimization model of California's intertied water system. ,https://watershed.ucdavis.edu/shed/lund/CALVIN/,,,
4aa1883b-bcfb-4c79-8fcb-5f109d0fc971,,Iowa Flood Center Hillslope Link Model (HLM),, The HLM uses a calibration-free approach in which a system of ordinary nonlinear differential equations represents the processes of rainfall to runoff translation as well as the transport of water in the river network. ,5601b91c-0ecb-477a-bda4-1845be3885d7;6fcec92c-2a3e-424e-af76-cdef3286da50;1fdaa0e4-e06e-431a-8482-b106dd3b0205;5f004f5f-30fb-4a9b-953f-5bee3363792f,,,,,Hydrology,,,,,https://github.com/Iowa-Flood-Center/asynch,,,4e7e42e4-df0f-4b55-88da-55e92dfd474e,https://www.gnu.org/licenses/old-licenses/gpl-2.0.html,,,,,,,"Quintero, F., Krajewski, W., Seo, B.-C., Mantilla, R. (2020) Improvement and evaluation of the Iowa Flood Center Hillslope Link Model (HLM) by calibration-free approach. Journal of Hydrology, Vol 584, dog: 10.1016/j.jhydrol.2020.124686",,,, The HLM uses a calibration-free approach in which a system of ordinary nonlinear differential equations represents the processes of rainfall to runoff translation as well as the transport of water in the river network. ,https://www.sciencedirect.com/science/article/abs/pii/S0022169420301463,,,
4dbf94c8-93fb-4b20-a9fa-f6fa2d7df871,,TracerLPM,,"Lumped parameter models are mathematical models of transport based on simplified aquifer geometry and flow configurations that account for effects of hydrodynamic dispersion or mixing within the aquifer, well bore, or discharge area. Five primary LPMs are included in the workbook: piston-flow model (PFM), exponential mixing model (EMM), exponential piston-flow model (EPM), partial exponential model (PEM), and dispersion model (DM). Binary mixing models (BMM) can be created by combining primary LPMs in various combinations. Travel time through the unsaturated zone can be included as an additional parameter. TracerLPM also allows users to enter age distributions determined from other methods, such as particle tracking results from numerical groundwater-flow models or from other LPMs not included in this program. Tracers of both young groundwater (anthropogenic atmospheric gases and isotopic substances indicating post-1940s recharge) and much older groundwater (carbon-14 and helium-4) can be interpreted simultaneously so that estimates of the groundwater age distribution for samples with a wide range of ages can be constrained.

TracerLPM is organized to permit a comprehensive interpretive approach consisting of hydrogeologic conceptualization, visual examination of data and models, and best-fit parameter estimation. Groundwater age distributions can be evaluated by comparing measured and modeled tracer concentrations in two ways: (1) multiple tracers analyzed simultaneously can be evaluated against each other for concordance with modeled concentrations (tracer-tracer application) or (2) tracer time-series data can be evaluated for concordance with modeled trends (tracer-time application). Groundwater-age estimates can also be obtained for samples with a single tracer measurement at one point in time; however, prior knowledge of an appropriate LPM is required because the mean age is often non-unique.

LPM output concentrations depend on model parameters and sample date. All of the LPMs have a parameter for mean age. The EPM, PEM, and DM have an additional parameter that characterizes the degree of age mixing in the sample. BMMs have a parameter for the fraction of the first component in the mixture. An LPM, together with its parameter values, provides a description of the age distribution or the fractional contribution of water for every age of recharge contained within a sample. For the PFM, the age distribution is a unit pulse at one distinct age. For the other LPMs, the age distribution can be much broader and span decades, centuries, millennia, or more. For a sample with a mixture of groundwater ages, the reported interpretation of tracer data includes the LPM name, the mean age, and the values of any other independent model parameters.

TracerLPM also can be used for simulating the responses of wells, springs, streams, or other groundwater discharge receptors to nonpoint-source contaminants that are introduced in recharge, such as nitrate. This is done by combining an LPM or user-defined age distribution with information on contaminant loading at the water table. Information on historic contaminant loading can be used to help evaluate a model’s ability to match real world conditions and understand observed contaminant trends, while information on future contaminant loading scenarios can be used to forecast potential contaminant trends.",825498fb-6178-453e-ba47-0aa7ec71bf5e,,"lumped parameter model; groundwater age modeling; age tracers; environmental tracers, hydrologic tracer",,,Hydrology,,,,,https://ca.water.usgs.gov/user_projects/TracerLPM/,,,,,,,,,,,,,,,TracerLPM is an interactive Excel® (2007 or later) workbook program for evaluating groundwater age distributions from environmental tracer data by using lumped parameter models (LPMs). ,https://www.usgs.gov/software/tracerlpm,,,Excel
5178a907-4464-45b4-bc12-404e7c7eeab2,https://w3id.org/okn/o/sdm#CoupledModel,MODFLOW WITH MT3D,,MODFLOW is a popular open-source groundwater flow model distributed by the U.S. Geological Survey. The MT3D module supports the simulation of transport using MODFLOW. ,5437a827-5433-4cff-b277-1336d14e91ba,,"Groundwater, Solute Transport",,,Hydrology,,,,https://water.usgs.gov/water-resources/software/MT3D-USGS/mt3dusgs1.1.0.zip,https://water.usgs.gov/water-resources/software/MT3D-USGS/mt3dusgs1.1.0.zip,https://water.usgs.gov/water-resources/software/MT3D-USGS/Readme.txt,,453ac552-6de0-4172-8b7f-31dd3ab55b7d,https://creativecommons.org/publicdomain/zero/1.0/,,,,,,,"Bedekar, V., Morway, E.D., Langevin, C.D., and Tonkin, M., 2016, MT3D-USGS version 1: A U.S. Geological Survey release of MT3DMS updated with new and expanded transport capabilities for use with MODFLOW: U.S. Geological Survey Techniques and Methods 6-A53, 69 p., http://dx.doi.org/10.3133/tm6A53
Bedekar, V., Morway, E.D., Langevin, C.D., and Tonkin, M., 2016, MT3D-USGS version 1.0.0: Groundwater Solute Transport Simulator for MODFLOW: U.S. Geological Survey Software Release, 30 September 2016, http://dx.doi.org/10.5066/F75T3HKD

",,0e29df02-7b35-4a5d-a1de-f120027de806,,MODFLOW is a popular open-source groundwater flow model distributed by the U.S. Geological Survey. The MT3D module supports the simulation of transport using MODFLOW. ,https://www.usgs.gov/software/mt3d-usgs-groundwater-solute-transport-simulator-modflow,,,https://water.usgs.gov/water-resources/software/MT3D-USGS/Readme.txt
51a4a6ae-eb41-4d40-818a-102ff8d4d697,,i-DST: The integrated decision support tool ,,"The Integrated Decision Support Tool (i-DST) is a planning-level stormwater decision support tool that helps practitioners select the most appropriate suite of green, grey, and/or hybrid infrastructure. The tool is modular and composed of site-scale and sewer-shed scale hydrologic modeling, life cycle cost and life cycle assessment, and a co-benefit analysis. The site-scale tool includes hydrology, BMP selection, BMP sizing, and cost modules so that users can determine the optimal stormwater control measure (SCM) design for an individual site or parcel of land. The sewer-shed hydrologic model uses an updated version of the EPA’s SUSTAIN to optimize the types and numbers of varying stormwater infrastructure in order to determine the best-fit scenarios for decision makers. Updates to SUSTAIN for this tool include a new user friendly GUI (Qt) to read, write, and run SUSTAIN input files, an improved list of evaluation factors to optimize on, greyer underground detention/infiltration infrastructure, and a life cycle cost estimation tool that is integrated with the SUSTAIN optimization engine.The life cycle cost assessment module uses an extensive cost inventory that includes monetized values for materials, labor, equipment, and energy as well as life cycle processes that are unique to each SCM in the i-DST and region in which those SCMs are being implemented. The co-benefit analysis is utilized to evaluate the benefits and tradeoffs between greener and greyer stormwater infrastructure.",ec46e841-4d61-48ed-8454-8b0d42b418a9;bfdc821e-1d02-40c1-a18c-77e7db6beefa;28b6debd-76d8-4109-b609-d50ee2f1cd81;586e8134-66d3-49ee-8571-a941d57976bf;7fecb996-ce61-41db-9194-cca0befa0602;280b510e-8bec-47ef-9b06-0cb856ab5c0f;0dc67a7d-1ed7-4abf-b091-2fa85fd4e432;07fa7340-9846-4bed-9c5a-2988821ed1e2;0a928c40-a8f9-4f11-8c35-99aecf245783;7646f97a-0a9d-4f6e-8875-099dabfd62cb;ee3f3eb5-4229-4808-b28c-4f3699f8fea8;59b88476-206e-4251-bdcd-099d61b88ee9,,stormwater; decision support; green infrastructure; grey infrastructure; hybrid infrastructure ,,,Decision_Support,,,,,,,"Millions of dollars are spent annually by municipalities implementing green and grey SCMs to meet objectives such as reduction of stormwater runoff volumes, flood control, and water quality permit compliance.More recently, municipalities are also considering additional benefits to the environment and local communities that could be generated by SCMs. With so much capital at stake, the i-DST allows for an accurate estimation of the performance and life cycle cost of potential SCM alternativeswhich is important for municipalities selecting projects to meet theirobjectives.",,,,,,,,,,"Bell, C.D., Spahr, K., Grubert, E., Stokes-Draut, J., Gallo, E., McCray, J.E., Hogue, T.S., 2018. Decision Making on the Gray-Green Stormwater Infrastructure Continuum,Journal  of  Sustainable  Water  in  the  Built Environment. https://doi.org/10.1061/JSWBAY.0000871
Shojaeizadeh, A., M. Geza, J. McCray and T.S. Hogue, 2019.Site-scale integrated Decision Support Tool (i-DSTss) for stormwater management, Water, 11, 2022; https://doi.org/10.3390/w11102022
Gallo, E.; Bell, C; Mika, K.; Gold, M.; Hogue, T., 2019.Stormwater management options and decision-making in the urbanized watersheds of Los Angeles, CA, Journal  of  Sustainable  Water  in  the  Built Environment. https://doi.org/10.1061/JSWBAY.0000905
Spahr, K., Bell, C.D., McCray, J.E., Hogue, T.S, 2019.Greening up stormwater infrastructure: measuring vegetation to establish context and promote cobenefits in a diverse set of US cities, Urban Forestry & Urban Greening. https://doi.org/10.1016/j.ufug.2019.126548",,,Green or Grey?A tool to help you optimize stormwater infrastructure,https://stanford.app.box.com/s/o4uvj7ilbkxvwvv7hw825mk38ibv0khb,,,
57ab355e-bb8c-4bfa-9c84-79c1c1e59099,,CAAPM: California Agricultural Production Model,,"The California Agricultural Production Model (CAAPM) is based on the Statewide Agricultural Production model (SWAP, Howitt et al. 2012) and is intended for academic research. The model is under development (release late 2020) and its initial version of the model employs a 27-region agricultural areas in the Central Valley. The model calibrates to 2012-2016 land and water use in California’s Central Valley using Positive Mathematical Programming (Howitt 1995; Howitt et al. 2012). The model maximizes net returns to land and management by region for a collection of 20 crop group categories following fo the California Department of Water Resources classification. CAAPM can connect to other large scale hydro-economic models such as CALVIN which provides water delivery infrastructure information. These interface allows estimation of cropping patterns under various land and water availability scenarios. For more information on CAAPM please contact Professor Medellin-Azuara.",4e88b4da-4ec8-4af6-a845-469ff919daaf,,agriculture production,,,Agriculture,,,,,,,,,,,,,,,,,,,,"The California Agricultural Production Model (CAAPM) is based on the Statewide Agricultural Production model (SWAP, Howitt et al. 2012) and is intended for academic research.",https://faculty.ucmerced.edu/jmedellin-azuara/index.php/research-projects/agriculture-production/california-agricultural-production-model-caapm/,,,
57f11d0f-351b-4cb5-a0e9-c580cfa71e8c,,BCM: Basin Characterization Model ,,"The Basin Characterization Model (BCM) is a mathematical computer model that calculates the hydrologic inputs and outputs of a specific landscape area and is generally run at a monthly timestep for large regions, although daily models have been developed for small watersheds. Scientists divide the landscape into grid cells, each of which uses specific climate data inputs, such as precipitation and air temperature, to solve the water balance for each cell. Model calculations include potential evapotranspiration, calculated from solar radiation with topographic shading and cloudiness; snow, as it accumulates and melts; and excess water moving through the soil profile, which is used to calculate actual evapotranspiration and climatic water deficit—the difference between potential and actual evapotranspiration. Depending on soil properties and the permeability of underlying bedrock, surface water can be classified for each cell as either recharge or runoff. Post-processing calculations are made to estimate baseflow, streamflow, and potential recharge to the groundwater system for watersheds. The model output can define the water balance for any size polygon representing regions or watersheds, or can define the distribution of the various water-balance variables across the landscape.",27b30a3c-c86f-40fc-8278-1d70e3e541af,,water balance,,,Hydrology,,,,,https://ca.water.usgs.gov/projects/reg_hydro/basin-characterization-model.html,,,,,,,,,,,,,,,"The Basin Characterization Model (BCM) is a mathematical computer model that calculates the hydrologic inputs and outputs of a specific landscape area and is generally run at a monthly timestep for large regions, although daily models have been developed for small watersheds. ",https://www.usgs.gov/software/basin-characterization-model-bcm,,,
7600b79a-b1e2-402c-8ee4-6ab581bd10e1,,MODPATH Observation Process,,"The MODPATH-OBS (Hanson and others, 2013) computer program is designed to calculate simulated equivalents for observations related to advective groundwater transport that can be represented in a quantitative way by using simulated particle-tracking data. The simulated equivalents supported by MODPATH-OBS are

distance from a source location at a defined time, or proximity to an observed location;
time of travel from an initial location to defined locations, areas, or volumes of the simulated system;
concentrations used to simulate groundwater age; and
percentages of water derived from contributing source areas.
Although particle tracking only simulates the advective component of conservative transport, effects of non-conservative processes such as retardation can be approximated through manipulation of the effective-porosity value used to calculate velocity based on the properties of selected conservative tracers. This program can also account for simple decay or production, but it cannot account for diffusion. Dispersion can be represented through direct simulation of subsurface heterogeneity and the use of many particles.

MODPATH-OBS acts as a postprocessor to MODPATH, so that the sequence of model runs generally required is MODFLOW, MODPATH, and MODPATH-OBS. The version of MODFLOW and MODPATH that support the version of MODPATH-OBS presented here are MODFLOW-2005 or MODFLOW-LGR, and MODPATH-LGR. MODFLOW-LGR is derived from MODFLOW-2005, MODPATH 5, and MODPATH 6 and supports local grid refinement. MODPATH-LGR is derived from MODPATH 5. It supports the forward and backward tracking of particles through locally refined grids and provides the output needed for MODPATH_OBS. For a single grid and no observations, MODPATH-LGR results are equivalent to MODPATH 5. MODPATH-LGR and MODPATH-OBS simulations can use nearly all of the capabilities of MODFLOW-2005 and MODFLOW-LGR; for example, simulations may be steady-state, transient, or a combination. Though the program name MODPATH-OBS specifically refers to observations, the program also can be used to calculate model prediction of observations.

MODPATH-OBS is primarily intended for use with separate programs that conduct sensitivity analysis, data needs assessment, parameter estimation, and uncertainty analysis, such as UCODE_2005, and PEST.

In many circumstances, refined grids in selected parts of a model are important to simulated hydraulics, detailed inflows and outflows, or other system characteristics. MODFLOW-LGR and MODPATH-LGR support accurate local grid refinement in which both mass (flows) and energy (head) are conserved across the local grid boundary. MODPATH-OBS is designed to take advantage of these capabilities. For example, particles tracked between a pumping well and a nearby stream, which are simulated poorly if a river and well are located in a single large grid cell, can be simulated with improved accuracy using a locally refined grid in MODFLOW-LGR, MODPATH-LGR, and MODPATH-OBS. The locally-refined-grid approach can provide more accurate simulated equivalents to observed transport between the well and the river.
",27b30a3c-c86f-40fc-8278-1d70e3e541af;8062d00d-1c21-478f-9a34-0bd231d9fdcd;e4ba3f13-3521-4c95-ae76-7169c36d565a,,groundwater transport,,,Hydrology,,,,https://ca.water.usgs.gov/modeling-software/modpath-obs.html,https://ca.water.usgs.gov/modeling-software/MODPATH-OBS/mpath_obs_release.1_0.zip,,,ebf38cd2-1fc8-4708-86cf-f6a300ff8307,,,,,,,,"Hanson, R.T., Kauffman, L.K., Hill, M.C., Dickinson, J.E., and Mehl, S.W., 2013, Advective transport observations with MODPATH-OBS—Documentation of the MODPATH observation process: U.S. Geological Survey Techniques and Methods book 6–chap. A42, 94 p.",,,,"The MODPATH-OBS (Hanson and others, 2013) computer program is designed to calculate simulated equivalents for observations related to advective groundwater transport that can be represented in a quantitative way by using simulated particle-tracking data.",https://www.usgs.gov/software/modpath-observation-process-modpath-obs,,,
78db143a-d7c1-41c8-8e81-501e3a506979,,GAMACTT: Groundwater age mixtures and contaminant trend tools,,"The webtool is based on the concept of groundwater stratigraphy whereby changes in contaminant concentrations in recharge may be recorded as a vertical concentration gradient in the aquifer that is related to groundwater age (Cook and Bohlke 2000). The webtool provides a groundwater stratigraphy model that derives age distributions for wells from well construction data by using a partial exponential model (PEM) (Jurgens et al. 2012). By varying the webtool input data (basic aquifer properties, well configuration, contaminant input scenario, and contaminant decay), users can explore concepts such as delays (lag times), dilution factors, and flushing times in hypothetical wells responding to changing contamination of surficial aquifers. In some configurations, results may be applicable to contaminant trends in discharge to surface water bodies like springs and streams. The webtool also illustrates spatial relations between wells and their contributing recharge areas, which are important considerations for pointsource and nonpoint-source contaminants. Important limitations of this webtool include:

1. groundwater model does not include transport through the unsaturated zone;
2. basic aquifer properties do not account for aquifer heterogeneity, flow discontinuities, or dispersion;
3. steady-state model by definition does not provide for transient flow conditions;
4. PEM assumes that the groundwater flow system is not perturbed by pumping or wellbore flow;
5. first-order contaminant degradation model may not be appropriate for some biogeochemical reactions.",825498fb-6178-453e-ba47-0aa7ec71bf5e,,Groundwater;Contaminant Tracing;Water Age;Mixing Model;groundwater stratigraphy;partial exponential model,,,Hydrology,,,,,https://ca.water.usgs.gov/projects/gamactt/,,,,,,,,,,,,,,,"GAMACTT (Groundwater Age Mixtures and Contaminant Trends Tool) is an interactive webtool that can be used to explore the effects of basic aquifer properties (saturated thickness, porosity, and recharge rate) and well configurations (tops and bottoms of screened intervals) on groundwater age mixtures in groundwater discharge and on contaminant trends from varying nonpoint-source contaminant input scenarios.",https://www.usgs.gov/software/groundwater-age-mixtures-contaminant-trends-tool-gamactt,,,
